1	97.26666666666667	100.0	100.0
2	97.93333333333332	55.400000000000006	75.23333333333333
5	99.73333333333333	100.0	100.0
10	98.46666666666667	55.400000000000006	75.23333333333333
20	99.93333333333332	100.0	100.0
1	97.06666666666666	55.2	75.2
2	98.4	99.8	99.96666666666667
5	98.06666666666666	55.400000000000006	75.23333333333333
10	98.6	100.0	100.0
20	99.66666666666667	100.0	100.0
1	96.8	55.2	75.2
2	97.86666666666667	100.0	100.0
5	98.13333333333333	55.2	75.2
10	98.6	55.400000000000006	75.23333333333333
20	99.66666666666667	100.0	100.0
