0.0	27.266666666666666	2.0	0.4333333333333333
0.10	59.73333333333334	5.0	12.8
0.25	71.33333333333334	2.4	9.6
0.5	35.93333333333334	3.4000000000000004	1.6
1.0	28.53333333333333	2.0	1.3
0.0	37.8	48.6	63.33333333333333
0.10	56.86666666666667	2.4	4.133333333333333
0.25	69.8	2.8000000000000003	11.3
0.5	42.6	3.5999999999999996	3.966666666666667
1.0	67.93333333333334	2.4	4.566666666666666
0.0	35.53333333333333	46.400000000000006	60.333333333333336
0.10	40.53333333333333	2.0	0.8666666666666666
0.25	41.4	39.0	26.13333333333333
0.5	66.86666666666666	4.0	9.666666666666666
1.0	66.93333333333334	7.000000000000001	12.5
