75_25	90.26666666666667	11.200000000000001	5.0
75_25	78.66666666666666	2.1999999999999997	2.3333333333333335
75_25	90.06666666666666	7.199999999999999	5.366666666666667
75_25	90.26666666666667	11.200000000000001	5.0
75_25	78.66666666666666	2.1999999999999997	2.3333333333333335
75_25	90.06666666666666	7.199999999999999	5.366666666666667
75_25	90.26666666666667	11.200000000000001	5.0
75_25	78.66666666666666	2.1999999999999997	2.3333333333333335
75_25	90.06666666666666	7.199999999999999	5.366666666666667
75_25linear	90.26666666666667	11.200000000000001
75_25poly	78.66666666666666	2.1999999999999997
75_25rbf	90.06666666666666	7.199999999999999
75_25linear	90.26666666666667	11.200000000000001
75_25poly	78.66666666666666	2.1999999999999997
75_25rbf	90.06666666666666	7.199999999999999
75_25linear	90.26666666666667	11.200000000000001
75_25poly	78.66666666666666	2.1999999999999997
75_25rbf	90.06666666666666	7.199999999999999
75_25L	90.26666666666667	11.200000000000001	5.0
75_25P	78.66666666666666	2.1999999999999997	2.3333333333333335
75_25R	90.06666666666666	7.199999999999999	5.366666666666667
75_25L	90.26666666666667	11.200000000000001	5.0
75_25P	78.66666666666666	2.1999999999999997	2.3333333333333335
75_25R	90.06666666666666	7.199999999999999	5.366666666666667
75_25L	90.26666666666667	11.200000000000001	5.0
75_25P	78.66666666666666	2.1999999999999997	2.3333333333333335
75_25R	90.06666666666666	7.199999999999999	5.366666666666667
