0.0	21.53333333333333	0.0	0.0
0.10	35.06666666666667	0.0	0.06666666666666667
0.25	34.4	0.0	0.06666666666666667
0.5	31.466666666666665	0.0	0.46666666666666673
1.0	29.799999999999997	0.0	1.3666666666666667
0.0	35.6	0.0	0.03333333333333333
0.10	32.06666666666666	0.0	0.0
0.25	26.93333333333333	0.0	0.0
0.5	35.53333333333333	0.0	0.0
1.0	32.06666666666666	0.0	0.0
0.0	13.866666666666665	0.0	0.1
0.10	40.13333333333333	0.0	0.0
0.25	35.8	0.0	0.0
0.5	29.86666666666667	0.0	0.0
1.0	36.266666666666666	0.0	0.0
